Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Cluster,PCA1,PCA2
2736,60,RL,79.0,9462.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6.0,1949,1973,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,704.0,704.0,GasA,Gd,Y,FuseA,1024,704,0,1728.0,0.0,0.0,1.0,1,3.0,1,TA,7,Min1,1.0,Gd,Attchd,1949.0,Unf,1.0,234.0,TA,TA,Y,245,60,0,0,0,0,Ex,MnPrv,Shed,0,7,2006,WD,Normal,1,-1.6485057684111775,1.4011370330850457
2737,20,RL,82.0,9888.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1954,1975,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,486.0,Unf,0.0,450.0,936.0,GasA,TA,Y,FuseA,936,0,0,936.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,Gd,Attchd,1954.0,Unf,1.0,240.0,TA,TA,Y,0,0,160,0,0,0,Ex,MnPrv,Shed,0,3,2006,WD,Normal,1,-2.427879540900765,-0.17576831526946488
2738,90,RL,67.0,8917.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5.0,1967,1967,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1584.0,1584.0,GasA,TA,Y,SBrkr,1584,0,0,1584.0,0.0,0.0,2.0,0,4.0,2,TA,8,Typ,0.0,Gd,Detchd,1967.0,Unf,2.0,506.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,10,2006,WD,Normal,0,0.9922635772373101,0.5214903127664227
2739,80,RL,67.0,12700.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5.0,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,939.0,Unf,0.0,307.0,1246.0,GasA,TA,Y,SBrkr,1246,0,0,1246.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,2.0,Gd,Attchd,1964.0,RFn,2.0,441.0,TA,TA,Y,0,69,0,0,0,0,Ex,MnPrv,Shed,0,11,2006,WD,Normal,1,-0.21108491634678359,-0.26352100825419306
2740,20,RL,109.0,9723.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7.0,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,332.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008.0,GasA,TA,Y,SBrkr,1008,0,0,1008.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,Gd,Attchd,1963.0,RFn,2.0,430.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,10,2006,WD,Normal,1,-1.318665825856978,-0.42751224578868385
2741,20,RL,70.0,8400.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5.0,1957,1957,Gable,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,623.0,Unf,0.0,556.0,1179.0,GasA,Gd,Y,SBrkr,1364,0,0,1364.0,0.0,0.0,1.0,1,3.0,1,TA,6,Typ,1.0,Gd,Attchd,1957.0,RFn,1.0,331.0,TA,TA,Y,0,60,0,0,0,0,Ex,GdPrv,Shed,0,3,2006,WD,Normal,1,-1.4279133337462881,-0.05902371111315512
2742,20,RL,67.0,9610.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6.0,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,405.0,TA,TA,CBlock,TA,TA,No,Rec,203.0,Unf,0.0,918.0,1121.0,GasA,Ex,Y,FuseA,1336,0,0,1336.0,0.0,0.0,1.0,1,3.0,1,TA,7,Typ,1.0,TA,Attchd,1958.0,RFn,2.0,488.0,TA,TA,Y,80,0,0,0,0,0,Ex,MnPrv,Shed,0,12,2006,WD,Normal,1,-0.3559778033029103,0.3078275672994567
2743,80,RL,125.0,10000.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6.0,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,272.0,TA,TA,CBlock,TA,TA,Av,BLQ,678.0,Rec,281.0,99.0,1058.0,GasA,Ex,Y,SBrkr,1370,0,0,1370.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,1.0,TA,Basment,1956.0,RFn,1.0,300.0,TA,TA,Y,191,0,0,0,120,0,Ex,MnPrv,Shed,0,2,2006,WD,Normal,1,-1.660173633453243,0.4857832637581563
2744,20,RL,72.0,10152.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6.0,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,914.0,Unf,0.0,210.0,1124.0,GasA,Ex,Y,SBrkr,1124,0,0,1124.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,1.0,TA,Attchd,1956.0,Fin,1.0,353.0,TA,TA,Y,0,180,180,0,142,0,Ex,MnPrv,Shed,0,5,2006,WD,Normal,1,-1.453721593728736,0.10473398043093607
2745,20,RL,70.0,8092.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7.5,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,226.0,1050.0,GasA,Ex,Y,SBrkr,1050,0,0,1050.0,1.0,0.0,1.0,0,3.0,1,Gd,6,Typ,0.0,Gd,Attchd,1954.0,RFn,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2006,WD,Abnorml,1,-2.0824579542432415,0.3998862798944659
2746,20,RL,66.0,12778.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1952,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,658.0,Unf,0.0,350.0,1008.0,GasA,Ex,Y,FuseA,1008,0,0,1008.0,1.0,0.0,1.0,0,2.0,1,TA,4,Typ,0.0,Gd,Attchd,1952.0,RFn,1.0,280.0,TA,TA,Y,0,154,0,0,0,0,Ex,MnPrv,Shed,0,1,2006,WD,Normal,1,-2.304730737604842,-0.2310971576362403
2747,20,RL,75.0,10170.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6.0,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,405.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,216.0,216.0,GasA,TA,Y,SBrkr,1575,0,0,1575.0,0.0,0.0,1.0,1,2.0,1,Gd,5,Typ,1.0,Gd,Attchd,1951.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2006,WD,Normal,1,-1.4135323336391628,0.2804595701082364
2748,80,RL,55.0,7700.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7.0,1956,1956,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,271.0,Unf,0.0,30.0,301.0,GasA,Ex,Y,FuseA,1145,0,0,1145.0,0.0,0.0,1.0,0,3.0,1,TA,6,Min2,0.0,Gd,Detchd,1993.0,Unf,2.0,684.0,TA,TA,Y,0,0,0,0,0,0,Ex,GdWo,Shed,0,9,2006,WD,Normal,1,-1.5107734725875925,0.17831213544908386
2749,20,RL,65.0,11050.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,488.0,Unf,0.0,517.0,1005.0,GasA,Ex,Y,SBrkr,1005,0,0,1005.0,0.0,0.0,1.0,0,2.0,1,TA,6,Typ,1.0,TA,Attchd,1956.0,Unf,1.0,319.0,TA,TA,Y,0,0,0,0,288,0,Ex,MnPrv,Shed,0,7,2006,WD,Normal,1,-1.7238887194470969,-0.03433975122526768
2750,20,RL,80.0,13600.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1955,1955,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,144.0,BLQ,912.0,0.0,1056.0,GasA,Gd,Y,SBrkr,1056,0,0,1056.0,1.0,0.0,1.0,1,3.0,1,TA,6,Typ,0.0,Gd,Attchd,1955.0,Fin,1.0,300.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,650,11,2006,WD,Normal,1,-1.721049047863009,0.577205476749991
2751,20,RL,85.0,15428.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1951,1991,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,741.0,Unf,0.0,143.0,884.0,GasA,Ex,Y,SBrkr,884,0,0,884.0,1.0,0.0,1.0,0,2.0,1,TA,4,Typ,0.0,Gd,Attchd,1951.0,Fin,1.0,270.0,TA,TA,Y,0,0,0,0,195,0,Ex,MnPrv,Shed,0,6,2006,WD,Normal,1,-2.3728232220332655,-0.018000193921343815
2752,30,RL,118.0,17707.25,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1941,1963,Hip,WdShake,BrkFace,BrkFace,BrkFace,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,929.0,929.0,GasA,Ex,Y,SBrkr,2039,0,0,2039.0,1.0,0.0,1.0,1,3.0,1,TA,7,Min1,2.5,Gd,2Types,1941.0,Unf,3.0,791.0,TA,TA,Y,0,0,90,0,0,0,Ex,MnPrv,Shed,0,12,2006,COD,Abnorml,0,1.8155694229284838,1.224604037104949
2753,20,RL,70.0,13300.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,494.0,Unf,0.0,521.0,1015.0,GasA,Gd,Y,SBrkr,1384,0,0,1384.0,1.0,0.0,1.0,0,2.0,1,TA,6,Min1,0.0,Gd,Attchd,2001.0,Unf,2.0,896.0,TA,TA,Y,75,0,0,323,0,0,Ex,MnPrv,Shed,400,6,2006,WD,Normal,1,0.23529743729694255,-0.05841533165157184
2754,190,RL,94.0,17707.25,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,5.0,1925,1975,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Fa,CBlock,TA,TA,Mn,GLQ,1018.0,Unf,0.0,1153.0,2084.0,GasA,TA,Y,SBrkr,1392,1248,0,2626.25,2.0,0.0,2.0,1,4.5,1,TA,10,Maj1,1.0,Gd,Attchd,1977.0,RFn,3.0,963.0,TA,TA,N,420,48,148,0,0,0,Ex,MnPrv,Shed,0,7,2006,WD,Normal,0,3.9643550378066053,3.0568586313520427
2755,50,RL,50.0,7500.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,6.0,1947,1950,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,Ex,Y,FuseA,900,412,0,1312.0,0.0,0.0,1.0,1,3.0,1,TA,6,Typ,0.0,Gd,Detchd,1953.0,Unf,2.0,649.0,TA,TA,Y,0,28,0,0,0,0,Ex,MnPrv,Shed,0,10,2006,WD,Normal,1,-0.7640901945701154,-0.12067654242769746
2756,30,RL,60.0,10410.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,7.5,1930,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,713.0,713.0,GasA,Ex,Y,SBrkr,713,0,0,713.0,0.0,0.0,1.0,0,2.0,1,Gd,5,Typ,0.0,Gd,Detchd,1936.0,Unf,1.0,371.0,Fa,Fa,N,0,75,161,0,0,0,Ex,MnPrv,Shed,0,10,2006,WD,Normal,1,-3.5191650976574254,0.75102065008628
2757,30,RL,60.0,10914.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,3,3.5,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,715.0,715.0,GasA,Fa,N,FuseP,715,0,0,715.0,0.0,0.0,1.0,0,2.0,1,TA,4,Typ,0.0,Gd,Detchd,1967.0,Unf,2.0,660.0,Fa,TA,N,0,0,75,0,112,0,Ex,MnPrv,Shed,0,8,2006,WD,Normal,1,-1.9866233499957737,-1.1749509655056727
2758,50,RL,60.0,7008.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7.5,1900,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,Ex,Y,SBrkr,448,272,0,720.0,0.0,0.0,1.0,0,1.0,1,Fa,5,Typ,0.0,Gd,Attchd,1900.0,Unf,1.0,280.0,Fa,TA,Y,0,0,70,0,0,0,Ex,MnPrv,Shed,0,3,2006,WD,Normal,1,-4.108495452236998,0.923902477979707
2759,70,RL,60.0,7200.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7.5,1915,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Ex,CBlock,TA,TA,No,Rec,338.0,Unf,0.0,325.0,663.0,GasA,Ex,Y,SBrkr,774,821,0,1595.0,0.0,0.0,2.0,0,3.0,1,TA,7,Typ,1.0,Gd,Detchd,1974.0,Unf,2.0,528.0,TA,TA,Y,49,0,231,0,0,0,Ex,MnPrv,Shed,0,4,2006,WD,Normal,1,-0.6330657643969191,1.7392042628496656
2760,50,RL,60.0,10818.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,4.0,1910,1950,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,1077.0,1077.0,GasA,TA,Y,FuseA,981,779,0,1760.0,0.0,0.0,1.0,1,4.0,1,TA,7,Typ,1.0,TA,Detchd,1935.0,Unf,2.0,648.0,Fa,TA,Y,120,0,96,0,0,0,Ex,MnPrv,Shed,0,2,2006,COD,Abnorml,1,-0.3433848579051238,1.0943884236853993
2761,80,RL,83.0,10184.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5.0,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,379.0,TA,TA,CBlock,TA,TA,Av,ALQ,580.0,Unf,0.0,503.0,1083.0,GasA,TA,Y,SBrkr,1146,0,0,1146.0,0.0,1.0,1.0,0,3.0,1,TA,6,Typ,1.0,Gd,Attchd,1963.0,Unf,1.0,294.0,TA,TA,Y,345,75,0,0,0,0,Ex,MnPrv,Shed,0,6,2006,WD,Normal,1,-1.3228189946531332,-0.23736964649775869
2762,20,RL,77.0,9510.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1962,1985,Gable,CompShg,HdBoard,HdBoard,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,ALQ,701.0,Unf,0.0,434.0,1135.0,GasA,Ex,Y,SBrkr,1207,0,0,1207.0,0.0,0.0,1.0,1,3.0,1,TA,6,Typ,0.0,Gd,Attchd,1962.0,RFn,1.0,264.0,TA,TA,Y,0,180,0,0,0,0,Ex,MnPrv,Shed,0,5,2006,WD,Normal,1,-1.3373504426455614,-0.2312820190388676
2763,20,RL,80.0,10800.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6.0,1961,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,Rec,913.0,Unf,0.0,400.0,1313.0,GasA,TA,Y,SBrkr,1773,0,0,1773.0,1.0,0.0,2.0,0,3.0,1,TA,6,Min2,2.0,TA,Attchd,1961.0,RFn,2.0,418.0,TA,TA,Y,355,98,0,0,144,0,Ex,MnPrv,Shed,0,8,2006,WD,Normal,0,0.5171881899698678,0.5358743282918459
2764,20,RL,86.0,11650.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5.0,1959,1959,Hip,CompShg,Plywood,Plywood,BrkCmn,58.0,TA,TA,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,4.0,GasA,Gd,Y,FuseA,1472,0,0,1472.0,0.0,0.0,2.0,0,2.0,1,Gd,5,Typ,1.0,Gd,Attchd,1959.0,Unf,2.0,484.0,TA,TA,Y,0,68,0,0,227,0,Ex,MnPrv,Shed,0,6,2006,WD,Normal,1,-0.29892623163461174,-0.03151687404868011
2765,60,RL,67.0,17707.25,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,7.5,1962,1998,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,636.0,Unf,0.0,802.0,1438.0,GasA,TA,Y,SBrkr,1900,548,0,2448.0,1.0,0.0,3.0,0,3.0,1,TA,9,Typ,2.0,Gd,Attchd,1962.0,RFn,2.0,441.0,TA,TA,Y,420,102,0,0,0,0,Ex,MnPrv,Shed,0,9,2006,WD,Normal,0,2.786410803576988,3.3853849724889713
2766,50,RL,60.0,12144.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,6.0,1950,1950,Gable,CompShg,BrkComm,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,455.0,Unf,0.0,455.0,910.0,GasA,Gd,Y,SBrkr,910,611,0,1521.0,0.0,0.0,1.0,1,3.0,1,Gd,6,Min2,0.0,Gd,Detchd,1950.0,Unf,1.0,597.0,Fa,TA,Y,199,0,168,0,0,0,Ex,MnPrv,Shed,0,9,2006,WD,Normal,1,-1.3155226681818295,0.8978940406506356
2767,90,RL,60.0,8544.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4.0,1950,1950,Gable,CompShg,BrkFace,Stone,BrkFace,0.0,TA,TA,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,4.0,Wall,Fa,N,FuseF,1040,0,0,1040.0,0.0,0.0,2.0,0,2.0,2,TA,6,Typ,0.0,Gd,Detchd,1950.0,Unf,2.0,400.0,TA,Fa,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,12,2006,WD,Normal,1,-1.699122799311452,0.048656530143847826
2768,90,RL,75.0,8512.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5.0,1960,1960,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1556.0,1556.0,GasA,TA,Y,SBrkr,1556,0,0,1556.0,0.0,0.0,2.0,0,4.0,2,TA,8,Typ,0.0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,9,2006,WD,Normal,1,-1.0434027196771392,1.2949954533828618
2769,20,RL,70.0,7000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4.0,1961,1961,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,781.0,Unf,0.0,369.0,1150.0,GasA,TA,Y,SBrkr,1150,0,0,1150.0,0.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,Gd,Attchd,1961.0,RFn,1.0,288.0,TA,TA,Y,0,0,0,0,162,0,Ex,MnPrv,Shed,0,7,2006,WD,Normal,1,-1.5598652759518008,-0.71532979451386
2770,20,RL,74.0,7400.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1Story,7,6.0,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,809.0,Unf,0.0,236.0,1045.0,GasA,Gd,Y,SBrkr,1045,0,0,1045.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,Gd,Detchd,1962.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,3,2006,WD,Normal,1,-0.6025971869263606,-0.7311669825719938
2771,20,RL,70.0,7000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,6.0,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,468.0,Unf,0.0,396.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,864.0,0.0,1.0,1.0,0,3.0,1,TA,5,Typ,0.0,Gd,Attchd,1962.0,Unf,1.0,336.0,TA,TA,Y,0,0,0,0,0,0,Ex,GdWo,Shed,0,2,2006,WD,Normal,1,-2.4488978609548013,-0.6857812155477535
2772,190,RL,70.0,7000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5.0,1962,1962,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,953.0,Unf,0.0,72.0,1025.0,GasA,TA,Y,SBrkr,1025,0,0,1025.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,Y,96,80,0,0,0,0,Ex,MnPrv,Shed,0,3,2006,WD,Normal,1,-2.926070939967485,-0.11004679833790589
2773,70,RM,62.0,9856.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7.5,1900,2005,Hip,CompShg,CemntBd,CmentBd,BrkFace,0.0,Gd,Gd,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,716.0,716.0,GasA,Ex,Y,FuseA,1007,1007,0,2014.0,0.0,0.0,2.0,0,4.5,1,TA,8,Typ,0.0,Gd,Detchd,1900.0,Unf,2.0,624.0,TA,TA,Y,0,72,167,0,0,0,Ex,MnPrv,Shed,0,6,2006,WD,Normal,1,-0.14693650642799633,3.025195405476756
2774,50,RM,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6.0,1948,1950,Gable,CompShg,MetalSd,MetalSd,Stone,264.0,TA,TA,CBlock,TA,TA,No,Rec,276.0,Unf,0.0,936.0,1212.0,GasA,Gd,Y,FuseA,1226,442,0,1668.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,Gd,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,0,140,0,0,0,Ex,MnPrv,Shed,0,5,2006,WD,Normal,1,-1.519832900308015,0.8227308149384943
2775,50,RM,60.0,5520.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6.0,1920,1980,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,Fa,No,LwQ,284.0,Unf,0.0,863.0,1147.0,GasA,TA,N,SBrkr,1147,510,0,1657.0,0.0,0.0,1.0,0,4.0,1,Fa,9,Typ,1.0,TA,Detchd,1920.0,Unf,1.0,162.0,Fa,Fa,N,0,0,0,0,0,0,Ex,MnPrv,Shed,0,7,2006,WD,Normal,1,-1.882607658373543,2.1960542612462794
2776,50,RM,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7.5,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Rec,381.0,Unf,0.0,399.0,780.0,GasA,Ex,Y,SBrkr,940,476,0,1416.0,0.0,1.0,1.0,0,3.0,1,Gd,7,Typ,0.0,Gd,Detchd,1956.0,Unf,2.0,400.0,TA,TA,Y,0,24,0,0,0,0,Ex,MnPrv,Shed,0,6,2006,WD,Normal,1,-1.5454506876606213,1.922898210167307
2777,70,RM,58.0,6451.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7.0,1900,1970,Gable,CompShg,AsbShng,Wd Sdng,BrkFace,0.0,TA,TA,Stone,TA,TA,No,Rec,208.0,Unf,0.0,504.0,712.0,GasA,Gd,Y,SBrkr,848,580,0,1428.0,1.0,0.0,1.0,0,4.0,1,TA,7,Typ,0.0,Gd,Detchd,1985.0,Fin,2.0,576.0,TA,TA,Y,264,0,84,0,0,0,Ex,MnPrv,Shed,0,5,2006,WD,Normal,1,-1.1102337294673454,1.2568382148029957
